ID,GEO_REFERENCIA,DATA_NASCIMENTO,PROFISSAO,GENERO,ESTADO_CIVIL,VALOR_01,VALOR_02,VALOR_03,VALOR_04,PERFIL
2889,715,5/10/84,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),1958.91,7400.23,5844.22,16947.77,B
2890,880,5/8/91,ESTUDANTE,F,SOLTEIRO(A),671.43,2000.00,0.00,0.00,A
2891,240,11/14/86,PSICÓLOGO,F,CASADO(A) COM BRASILEIRO(A) NATO(A),1600.00,0.00,0.00,0.00,A
2892,212,8/6/89,ANALISTA DE SISTEMAS,F,SOLTEIRO(A),1714.29,0.00,0.00,0.00,A
2893,323,3/23/90,ENGENHEIRO,M,SOLTEIRO(A),1628.57,0.00,0.00,0.00,A
2894,781,3/5/93,SERVIDOR PÚBLICO ESTADUAL,F,SOLTEIRO(A),1425.71,0.00,0.00,0.00,A
2895,222,6/12/86,AUTÔNOMO,M,SOLTEIRO(A),1428.57,36495.24,0.00,21.50,D
2896,459,5/16/70,AUTÔNOMO,F,SOLTEIRO(A),285.71,0.00,0.00,0.00,A
2897,45,9/11/92,CONTADOR,F,SOLTEIRO(A),2254.86,0.00,0.00,6278.57,B
2898,220,5/8/80,ADVOGADO,F,CASADO(A) COM BRASILEIRO(A) NATO(A),2285.71,5350.65,0.00,286.18,A
2899,937,6/21/60,AUTÔNOMO,F,CASADO(A) COM BRASILEIRO(A) NATO(A),228.57,0.00,0.00,0.00,A
2900,273,7/7/89,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,F,SOLTEIRO(A),251.43,0.00,0.00,0.00,A
2901,79,10/25/88,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),1000.00,0.00,0.00,0.00,B
2902,122,4/22/68,PILOTO DE AERONAVES,M,CASADO(A) COM BRASILEIRO(A) NATO(A),7428.57,14285.71,0.00,37142.86,A
2903,70,4/30/90,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),1285.71,1943.19,0.00,1158.17,A
2904,207,7/16/87,ENGENHEIRO,M,SOLTEIRO(A),1142.86,0.00,0.00,5714.29,A
2905,41,1/24/85,ENGENHEIRO,M,SOLTEIRO(A),1457.14,0.00,0.00,1428.57,A
2906,880,10/6/63,MÉDICO,M,DIVORCIADO(A),8571.43,0.00,0.00,0.00,B
2907,94,10/1/77,AUTÔNOMO,M,UNIAO ESTAVEL,857.14,28.57,0.00,0.00,A
2908,67,4/5/75,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),857.14,184.62,0.00,1428.57,A
2909,110,2/23/62,ENGENHEIRO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2285.71,45142.86,4632.19,10000.00,B
2910,82,6/1/64,SERVIDOR PÚBLICO ESTADUAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2428.57,0.00,0.00,0.00,A
2911,11,3/4/83,SOCIÓLOGO,M,UNIAO ESTAVEL,2147.43,0.00,16220.72,11.52,A
2912,890,9/7/78,SERVIDOR PÚBLICO MUNICIPAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),4285.71,46180.91,9899.14,2857.14,C
2913,806,8/6/88,SERVIDOR PÚBLICO ESTADUAL,M,SOLTEIRO(A),2000.00,25913.47,2257.14,0.00,B
2914,304,11/25/81,ADMINISTRADOR,F,CASADO(A) COM BRASILEIRO(A) NATO(A),1266.86,0.00,0.00,2857.14,A
2915,148,10/5/89,SERVIDOR PÚBLICO ESTADUAL,M,SOLTEIRO(A),3714.29,22857.14,0.00,0.00,A
2916,804,3/12/75,AUTÔNOMO,M,UNIAO ESTAVEL,1428.57,30269.56,0.00,0.00,A
2917,870,8/22/78,EMPRESÁRIO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),371.43,0.00,0.00,0.00,A
2918,227,1/17/90,VETERINÁRIO E ZOOTECNISTA,F,SOLTEIRO(A),1000.00,0.00,0.00,11428.57,B
2919,750,2/28/54,APOSENTADO (EXCETO FUNCIONÁRIO PÚBLICO),M,SOLTEIRO(A),857.14,5714.29,0.00,0.00,A
2920,42,2/8/65,ADMINISTRADOR,M,CASADO(A) COM BRASILEIRO(A) NATO(A),7142.86,0.00,0.00,28571.43,A
2921,812,11/9/72,ADMINISTRADOR,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1714.29,0.00,0.00,11428.57,A
2922,71,10/2/75,ANALISTA DE SISTEMAS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1142.86,0.00,0.00,28.57,A
2923,956,5/31/53,ADMINISTRADOR,M,DESQUITADO(A),28571.43,0.00,0.00,0.00,C
2924,892,6/7/91,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,F,SOLTEIRO(A),657.14,0.00,0.00,0.00,A
2925,224,7/19/82,ADMINISTRADOR,M,SOLTEIRO(A),7142.86,200000.00,0.00,285.71,D
2926,957,8/4/83,ANALISTA DE SISTEMAS,M,UNIAO ESTAVEL,1064.82,9315.54,1077.86,851.00,A
2927,544,12/15/75,ADMINISTRADOR,M,UNIAO ESTAVEL,8542.86,0.00,0.00,120000.00,B
2928,180,9/4/85,ENGENHEIRO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2342.86,14285.71,0.00,0.00,A
2929,285,6/21/85,ENGENHEIRO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1714.29,0.00,0.00,0.00,A
2930,416,1/12/85,ANALISTA DE SISTEMAS,M,UNIAO ESTAVEL,571.43,0.00,0.00,0.00,A
2931,690,9/16/66,MILITAR EM GERAL,M,UNIAO ESTAVEL,2514.29,1428.57,0.00,0.00,A
2932,130,7/10/90,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),811.43,0.00,0.00,0.00,A
2933,746,8/7/67,DIRETOR DE EMPRESAS,F,DIVORCIADO(A),2571.43,0.00,13770.00,13605.71,C
2934,883,5/13/82,ADVOGADO,M,SOLTEIRO(A),857.14,9057.14,0.00,0.00,A
2935,949,6/16/89,ENGENHEIRO,M,SOLTEIRO(A),1017.14,0.00,0.00,0.00,A
2936,22,1/23/86,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,F,SOLTEIRO(A),776.97,0.00,0.00,4828.57,A
2937,513,9/15/87,ENGENHEIRO,M,SOLTEIRO(A),357.43,0.00,0.00,0.00,A
2938,48,12/27/91,ADMINISTRADOR,M,SOLTEIRO(A),600.00,0.00,0.00,0.00,A
2939,940,6/21/96,ESTUDANTE,M,SOLTEIRO(A),285.71,114.29,171.43,8.57,A
2940,315,3/18/92,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,M,SOLTEIRO(A),628.57,0.00,0.00,0.00,A
2941,54,10/17/85,ARQUITETO,F,CASADO(A) COM BRASILEIRO(A) NATO(A),1285.71,20279.05,10590.78,30869.83,A
2942,56,5/1/84,BANCARIO E ECONOMIÁRIO,M,SOLTEIRO(A),4285.71,1714285.71,142857.14,14285.71,B
2943,94,2/7/95,QUIMICO,M,SOLTEIRO(A),514.29,0.00,0.00,0.00,A
2944,243,8/7/56,MILITAR REFORMADO,M,DIVORCIADO(A),2857.14,102857.14,0.00,214.29,C
2945,84,2/13/86,BANCARIO E ECONOMIÁRIO,F,SOLTEIRO(A),714.29,0.00,0.00,0.00,A
2946,596,4/21/79,TÉCNICO DE ELETRICIDADE,M,CASADO(A) COM BRASILEIRO(A) NATO(A),708.00,0.00,0.00,28.57,A
2947,305,4/7/94,ESTUDANTE,M,SOLTEIRO(A),285.71,0.00,0.00,0.00,B
2948,703,5/7/78,PROPRIETARIO DE MICROEMPRESAS,F,CASADO(A) COM BRASILEIRO(A) NATO(A),714.29,0.00,0.00,0.00,A
2949,555,7/29/61,SERVIDOR PÚBLICO MUNICIPAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),4142.86,28571.43,0.00,0.00,A
2950,117,10/8/75,CONTADOR,F,CASADO(A) COM BRASILEIRO(A) NATO(A),1285.71,0.00,0.00,628.57,A
2951,834,12/16/87,TÉCNICO DE ELETRICIDADE,M,CASADO(A) COM BRASILEIRO(A) NATO(A),714.29,0.00,0.00,0.00,B
2952,202,7/7/83,SERVIDOR PÚBLICO FEDERAL,M,SOLTEIRO(A),4571.43,0.00,0.00,2857.14,B
2953,291,2/11/90,SERVIDOR PÚBLICO FEDERAL,M,SOLTEIRO(A),485.71,0.00,0.00,1439.43,A
2954,70,6/13/85,PUBLICITÁRIO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2857.14,55717.48,0.00,27156.09,A
2955,719,1/24/87,JORNALISTA,F,SOLTEIRO(A),1428.57,0.00,0.00,0.00,A
2956,122,8/11/82,ODONTÓLOGO E DENTISTA,F,UNIAO ESTAVEL,2857.14,0.00,0.00,0.00,A
2957,55,4/20/54,APOSENTADO (EXCETO FUNCIONÁRIO PÚBLICO),M,CASADO(A) COM BRASILEIRO(A) NATO(A),628.57,102800.14,0.00,285.71,A
2958,12,7/19/86,JORNALISTA,F,SOLTEIRO(A),2285.71,0.00,0.00,0.00,A
2959,816,7/25/73,ENGENHEIRO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),85.71,0.00,0.00,0.00,D
2960,520,5/23/84,SERVIDOR PÚBLICO FEDERAL,F,SOLTEIRO(A),2857.14,10000.00,0.00,0.00,A
2961,595,6/22/81,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),753.71,0.00,0.00,285.71,A
2962,703,10/26/82,MILITAR EM GERAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2000.00,20141.44,2857.14,37142.88,A
2963,768,8/26/89,ADMINISTRADOR,M,SOLTEIRO(A),714.29,0.00,0.00,0.00,A
2964,180,3/23/96,ESTUDANTE,M,SOLTEIRO(A),571.43,285.71,0.00,0.00,A
2965,50,4/23/81,ADVOGADO,M,SOLTEIRO(A),2571.43,0.00,0.00,2857.14,A
2966,490,2/26/88,SERVIDOR PÚBLICO FEDERAL,F,SOLTEIRO(A),1047.58,2287.86,0.00,6.34,A
2967,319,5/5/82,SERVIDOR PÚBLICO ESTADUAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1086.57,14871.32,0.00,0.03,A
2968,122,2/18/87,JORNALISTA,F,SOLTEIRO(A),1142.86,0.00,0.00,71.43,A
2969,890,10/2/54,ENGENHEIRO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2571.43,14571.43,0.00,5714.29,A
2970,63,9/15/73,QUIMICO,M,UNIAO ESTAVEL,2857.14,0.00,0.00,7142.86,B
2971,120,4/19/67,ESTUDANTE,F,CASADO(A) COM BRASILEIRO(A) NATO(A),214.29,0.00,0.00,0.00,A
2972,823,12/11/89,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),685.71,0.00,0.00,571.43,A
2973,82,10/17/89,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,M,SOLTEIRO(A),684.57,0.00,0.00,0.00,A
2974,110,10/22/76,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),1714.29,340.00,0.00,0.00,A
2975,459,11/23/70,PROFESSOR DE ENSINO SUPERIOR,M,CASADO(A) COM BRASILEIRO(A) NATO(A),942.86,0.00,0.00,0.00,C
2976,132,6/2/88,TÉCNICO DE ELETRICIDADE,M,CASADO(A) COM BRASILEIRO(A) NATO(A),914.29,0.00,0.00,0.00,A
2977,920,8/31/62,SERVIDOR PÚBLICO ESTADUAL,F,CASADO(A) COM BRASILEIRO(A) NATO(A),1714.29,0.00,0.00,0.00,A
2978,81,12/2/90,AUTÔNOMO,M,SOLTEIRO(A),228.57,0.00,0.00,0.00,A
2979,939,6/7/94,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),828.57,0.00,0.00,0.00,A
2980,823,10/3/69,PROPRIETARIO DE MICROEMPRESAS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),5714.29,20285.71,857.14,2285.71,A
2981,41,5/25/70,PROPRIETÁRIO DE ESTABELECIMENTO COMERCIAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2571.43,0.00,0.00,0.00,A
2982,130,4/11/64,ENGENHEIRO,M,SOLTEIRO(A),5714.29,0.00,0.00,0.00,B
2983,360,8/13/80,SERVIDOR PÚBLICO ESTADUAL,M,SOLTEIRO(A),3142.86,102998.13,47115.43,533.90,B
2984,219,12/26/58,APOSENTADO (EXCETO FUNCIONÁRIO PÚBLICO),F,VIUVO(A),885.71,17142.86,0.00,0.00,A
2985,205,4/11/77,ANALISTA DE SISTEMAS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2571.43,0.00,0.00,0.00,B
2986,92,2/26/81,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,F,SOLTEIRO(A),1144.29,11464.60,0.00,6576.47,B
2987,706,3/17/72,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),2908.67,0.00,0.00,0.00,A
2988,99,8/19/84,ANALISTA DE SISTEMAS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),3000.00,0.00,0.00,28571.43,A
2989,43,8/13/84,ADMINISTRADOR,M,SOLTEIRO(A),2285.71,0.00,0.00,0.00,B
2990,24,6/21/93,ENGENHEIRO,F,SOLTEIRO(A),1028.57,0.00,0.00,0.00,A
2991,61,3/29/95,ESTUDANTE,M,SOLTEIRO(A),371.43,371.43,0.00,0.00,A
2992,96,6/30/88,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),2428.57,28571.43,0.00,8571.43,A
2993,273,6/29/89,ADMINISTRADOR,M,SOLTEIRO(A),388.00,0.00,0.00,2857.14,C
2994,860,5/11/93,BOLSISTA,M,SOLTEIRO(A),228.57,0.00,0.00,0.00,A
2995,302,4/5/73,PROPRIETARIO DE MICROEMPRESAS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1428.57,0.00,0.00,0.00,A
2996,50,3/23/76,BANCARIO E ECONOMIÁRIO,M,SOLTEIRO(A),4000.00,48571.43,0.00,11428.57,B
2997,917,3/9/79,TÉCNICO DE ELETRICIDADE,M,UNIAO ESTAVEL,1745.56,0.00,0.00,0.00,A
2998,130,9/2/81,ENGENHEIRO,M,UNIAO ESTAVEL,2685.71,0.00,0.00,0.00,B
2999,812,8/3/90,TÉCNICO DE QUÍMICA,M,SOLTEIRO(A),571.43,0.00,0.00,142.86,A
3000,69,5/13/67,ESTUDANTE,M,CASADO(A) COM BRASILEIRO(A) NATO(A),571.43,0.00,285.71,5714.29,A
3001,61,9/2/88,ODONTÓLOGO E DENTISTA,M,SOLTEIRO(A),2857.14,12857.14,0.00,0.00,A
3002,860,9/25/97,ESTUDANTE,M,SOLTEIRO(A),200.29,0.00,0.00,0.00,A
3003,207,1/29/85,VETERINÁRIO E ZOOTECNISTA,F,CASADO(A) COM BRASILEIRO(A) NATO(A),1428.57,0.00,0.00,0.00,A
3004,750,8/18/76,MÉDICO,M,SOLTEIRO(A),4000.00,186087.46,7040.00,2885.71,B
3005,41,11/28/94,BANCARIO E ECONOMIÁRIO,M,SOLTEIRO(A),1142.86,0.00,0.00,0.00,B
3006,58,6/7/88,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,M,SOLTEIRO(A),1371.43,0.00,0.00,0.00,A
3007,36,10/19/85,SERVIDOR PÚBLICO ESTADUAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1453.40,0.00,31562.00,4751.93,A
3008,72,4/18/86,PROFESSOR DE PRIMEIRO E SEGUNDO GRAUS,F,SOLTEIRO(A),428.57,0.00,0.00,0.00,A
3009,242,3/28/76,ENGENHEIRO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),857.14,23038.14,0.00,14291.15,A
3010,180,7/7/93,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,M,SOLTEIRO(A),214.29,142.86,142.86,0.00,A
3011,134,2/13/65,SERVIDOR PÚBLICO ESTADUAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2428.57,0.00,23884.74,2326.00,B
3012,12,7/6/85,ADVOGADO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2314.29,0.00,0.00,6285.71,A
3013,227,10/17/94,CONTADOR,M,SOLTEIRO(A),657.14,0.00,0.00,0.00,A
3014,12,8/29/74,ADVOGADO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),5714.29,100000.00,71428.57,0.00,B
3015,905,2/25/88,ANALISTA DE SISTEMAS,F,UNIAO ESTAVEL,1428.57,0.00,0.00,0.00,A
3016,41,5/7/69,PROPRIETÁRIO DE ESTABELECIMENTO DE PREST DE SERV,M,CASADO(A) COM BRASILEIRO(A) NATO(A),4285.71,107428.57,18571.43,9.33,B
3017,53,8/10/85,PROPRIETARIO DE MICROEMPRESAS,M,SOLTEIRO(A),2857.14,1428.57,0.00,2857.14,A
3018,50,9/17/63,DIRETOR DE EMPRESAS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),5714.29,208571.43,42857.14,285.71,B
3019,590,11/5/79,ANALISTA DE SISTEMAS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2857.14,19714.29,0.00,0.00,A
3020,29,8/8/90,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,M,SOLTEIRO(A),399.75,0.00,0.00,0.00,A
3021,880,8/2/83,ADMINISTRADOR,F,UNIAO ESTAVEL,857.14,0.00,0.00,0.00,A
3022,971,12/15/78,ESTUDANTE,M,SOLTEIRO(A),28.86,0.00,0.00,0.00,B
3023,758,11/21/89,PILOTO DE AERONAVES,M,SOLTEIRO(A),714.29,714.29,0.00,0.29,A
3024,952,3/4/66,ADMINISTRADOR,M,SOLTEIRO(A),8571.43,142857.14,0.00,0.00,B
3025,308,11/28/83,ADVOGADO,M,SOLTEIRO(A),857.14,0.00,0.00,0.00,B
3026,41,4/14/90,AUTÔNOMO,M,SOLTEIRO(A),542.86,0.00,0.00,0.00,B
3027,719,10/29/81,SERVIDOR PÚBLICO ESTADUAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),4571.43,0.00,0.00,3714.29,A
3028,205,1/15/92,ESTUDANTE,F,SOLTEIRO(A),228.57,0.00,0.00,10000.00,B
3029,412,6/23/89,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),885.71,0.00,0.00,0.00,A
3030,133,6/29/87,SERVIDOR PÚBLICO ESTADUAL,F,SOLTEIRO(A),1385.71,2857.14,0.00,571.43,B
3031,707,6/22/92,ESTUDANTE,M,SOLTEIRO(A),742.86,0.00,0.00,0.00,A
3032,47,1/5/15,ESTUDANTE,M,SOLTEIRO(A),200.29,0.00,0.00,285.71,A
3033,699,12/10/87,SERVIDOR PÚBLICO FEDERAL,F,SOLTEIRO(A),806.00,0.00,0.00,0.00,A
3034,840,4/30/80,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1714.29,0.00,0.00,0.00,A
3035,249,1/20/78,PROFESSOR DE PRIMEIRO E SEGUNDO GRAUS,M,SOLTEIRO(A),857.14,0.00,4448.41,2121.96,A
3036,703,7/4/81,MILITAR EM GERAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),3142.86,32474.67,5797.43,16.03,A
3037,357,9/29/86,ESTUDANTE,M,SOLTEIRO(A),285.71,0.00,0.00,0.00,A
3038,190,3/18/85,ENGENHEIRO,M,SOLTEIRO(A),2857.14,0.00,0.00,0.00,A
3039,290,5/2/88,ANALISTA DE SISTEMAS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),901.23,0.00,1428.57,0.00,A
3040,148,4/20/90,ARQUITETO,F,SOLTEIRO(A),1200.00,0.00,0.00,17142.86,A
3041,13,2/27/87,ENGENHEIRO,M,SOLTEIRO(A),3142.86,40000.00,0.00,0.00,A
3042,302,8/16/89,MÉDICO,M,SOLTEIRO(A),1714.29,28.57,0.00,5714.29,A
3043,303,7/10/85,SERVIDOR PÚBLICO MUNICIPAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),4285.71,0.00,0.00,0.00,B
3044,220,9/27/79,BIÓLOGO E BIOMÉDICO,F,UNIAO ESTAVEL,1714.29,0.00,0.00,0.00,A
3045,768,4/16/92,ANALISTA DE SISTEMAS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),471.43,0.00,0.00,0.00,A
3046,242,3/10/93,ESTUDANTE,M,SOLTEIRO(A),285.71,2857.14,0.00,0.00,A
3047,590,2/24/91,ADVOGADO,M,SOLTEIRO(A),571.43,0.00,0.00,0.00,B
3048,15,11/21/83,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),154.29,0.00,443.21,8571.43,D
3049,306,5/29/90,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,F,SOLTEIRO(A),342.86,226.29,428.57,0.00,A
3050,207,10/21/82,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,M,SOLTEIRO(A),301.14,0.00,0.00,0.00,A
3051,243,4/4/91,ESTUDANTE,M,SOLTEIRO(A),1714.29,0.00,0.00,0.00,A
3052,41,6/25/77,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),2000.00,228571.43,0.00,26000.00,A
3053,144,2/29/92,VETERINÁRIO E ZOOTECNISTA,M,SOLTEIRO(A),285.71,0.00,0.00,0.00,A
3054,362,12/11/87,AUTÔNOMO,M,SOLTEIRO(A),661.14,661.14,0.00,0.00,A
3055,291,10/10/87,ADMINISTRADOR,M,SOLTEIRO(A),460.15,460.15,0.00,0.00,B
3056,227,3/28/86,ESTUDANTE,M,SOLTEIRO(A),857.14,0.00,0.00,0.00,A
3057,140,4/19/80,ANALISTA DE SISTEMAS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1857.14,5142.15,0.00,8.66,D
3058,95,12/26/90,AUTÔNOMO,M,SOLTEIRO(A),514.29,0.00,0.00,0.00,A
3059,384,5/27/88,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),857.14,0.00,0.00,0.00,A
3060,219,7/31/90,ENGENHEIRO,F,SOLTEIRO(A),1514.29,8571.43,0.00,0.00,C
3061,860,9/19/93,ESTUDANTE,M,SOLTEIRO(A),428.57,0.00,0.00,0.00,A
3062,61,8/23/77,AUTÔNOMO,M,SOLTEIRO(A),1142.86,14285.71,0.00,0.00,B
3063,367,5/3/92,ESTUDANTE,M,SOLTEIRO(A),200.00,0.00,0.00,0.00,B
3064,41,11/6/87,ENGENHEIRO,M,SOLTEIRO(A),4000.00,1600.00,0.00,1600.00,D
3065,590,10/10/67,BANCARIO E ECONOMIÁRIO,M,SOLTEIRO(A),1085.71,0.00,2200.00,0.00,C
3066,279,3/6/82,ENGENHEIRO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2335.71,0.00,0.00,6128.57,A
3067,227,7/11/82,BANCARIO E ECONOMIÁRIO,M,SOLTEIRO(A),2857.14,0.00,0.00,0.00,A
3068,33,12/14/93,ADMINISTRADOR,M,SOLTEIRO(A),1285.71,0.00,0.00,0.00,B
3069,54,4/1/73,ENGENHEIRO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),5428.57,171428.57,3142.86,0.00,B
3070,81,9/7/83,SERVIDOR PÚBLICO FEDERAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2303.95,5142.86,0.00,714.29,A
3071,601,7/28/77,SERVIDOR PÚBLICO FEDERAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),5714.29,485714.29,0.00,0.00,B
3072,812,9/25/87,ADMINISTRADOR,F,CASADO(A) COM BRASILEIRO(A) NATO(A),394.29,394.29,0.00,0.00,A
3073,222,3/19/78,SERVIDOR PÚBLICO FEDERAL,M,SOLTEIRO(A),3371.43,152852.89,0.00,5545.76,B
3074,860,7/18/80,CONTADOR,F,CASADO(A) COM BRASILEIRO(A) NATO(A),2285.71,0.00,0.00,0.00,A
3075,859,10/26/92,AUTÔNOMO,M,SOLTEIRO(A),457.14,0.00,234.97,400.00,B
3076,22,2/18/94,ENGENHEIRO,M,SOLTEIRO(A),857.14,0.00,0.00,1128.57,A
3077,646,5/22/85,MILITAR EM GERAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1000.00,11428.57,0.00,0.00,A
3078,375,1/25/82,MECÂNICO DE MANUT DE VEÍCULOS AUTOS E MÁQUINAS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),571.43,0.00,0.00,0.00,A
3079,790,2/23/93,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,F,SOLTEIRO(A),408.57,621.90,0.00,3.89,A
3080,68,2/3/56,ENGENHEIRO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1142.86,9035.94,0.00,4005.48,A
3081,368,5/18/89,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,M,SOLTEIRO(A),251.43,3071.35,0.00,0.00,A
3082,892,12/26/80,ENGENHEIRO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),5714.29,22857.14,0.00,0.00,B
3083,313,5/14/80,CORRETOR DE IMÓVEIS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1428.57,0.00,0.00,0.00,A
3084,15,11/13/88,ADMINISTRADOR,M,SOLTEIRO(A),2571.43,16874.24,0.00,1.10,A
3085,308,1/1/83,PROFESSOR DE PRIMEIRO E SEGUNDO GRAUS,M,SOLTEIRO(A),771.43,0.00,0.00,0.00,A
3086,394,8/20/82,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),1000.00,10240.25,0.00,9.95,A
3087,30,3/2/91,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,F,SOLTEIRO(A),571.43,0.00,0.00,0.00,A
3088,298,7/21/82,ADMINISTRADOR,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1714.29,0.00,0.00,114285.71,A
3089,227,11/26/79,ADMINISTRADOR,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1757.14,28571.43,0.00,0.00,A
3090,98,5/22/88,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,F,SOLTEIRO(A),441.60,0.00,0.00,0.00,A
3091,881,7/16/97,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,M,SOLTEIRO(A),308.29,0.00,0.00,0.00,A
3092,284,8/29/95,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,M,SOLTEIRO(A),292.00,2919.13,0.00,0.43,A
3093,205,12/5/55,ADVOGADO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),14857.14,0.00,0.00,0.00,B
3094,296,9/7/86,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,M,SOLTEIRO(A),440.00,0.00,0.00,0.00,A
3095,360,8/1/95,ESTUDANTE,M,SOLTEIRO(A),200.00,0.00,0.00,0.00,A
3096,52,3/16/88,BOLSISTA,M,SOLTEIRO(A),571.43,0.00,5714.29,0.00,B
3097,36,12/8/99,ESTUDANTE,M,SOLTEIRO(A),200.29,0.00,0.00,285.71,A
3098,584,2/12/97,ESTUDANTE,M,SOLTEIRO(A),285.71,0.00,0.00,0.00,A
3099,304,9/24/92,ESTUDANTE,M,SOLTEIRO(A),542.86,6523.49,0.00,10.11,D
3100,394,11/17/73,SERVIDOR PÚBLICO FEDERAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),714.29,169.60,0.00,2.41,A
3101,290,12/7/77,ANALISTA DE SISTEMAS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),514.29,0.00,285.71,4285.71,A
3102,350,8/7/81,SERVIDOR PÚBLICO ESTADUAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),742.86,0.00,0.00,0.00,A
3103,14,11/18/75,MÉDICO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),28571.43,611149.79,174817.56,114806.27,B
3104,227,2/19/78,ADMINISTRADOR,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1142.86,27142.86,2285.71,0.00,A
